20131119,2013-11-19T00:00:00.0000000,11/19/2013,19,19th,Tuesday,3,3,47,8,323,4,8,47,11,November,2,4,Fourth,2013,CY 2013,Nov-2013  ,112013,2013-11-01T00:00:00.0000000,2013-11-30T00:00:00.0000000,2013-10-01T00:00:00.0000000,2013-12-31T00:00:00.0000000,2013-01-01T00:00:00.0000000,2013-12-31T00:00:00.0000000,False,True,
20131125,2013-11-25T00:00:00.0000000,11/25/2013,25,25th,Monday,2,4,47,8,329,5,8,48,11,November,2,4,Fourth,2013,CY 2013,Nov-2013  ,112013,2013-11-01T00:00:00.0000000,2013-11-30T00:00:00.0000000,2013-10-01T00:00:00.0000000,2013-12-31T00:00:00.0000000,2013-01-01T00:00:00.0000000,2013-12-31T00:00:00.0000000,False,True,
20080528,2008-05-28T00:00:00.0000000,05/28/2008,28,28th,Wednesday,4,4,22,9,149,5,9,22,5,May,2,2,Second,2008,CY 2008,May-2008  ,052008,2008-05-01T00:00:00.0000000,2008-05-31T00:00:00.0000000,2008-04-01T00:00:00.0000000,2008-06-30T00:00:00.0000000,2008-01-01T00:00:00.0000000,2008-12-31T00:00:00.0000000,False,True,
20030210,2003-02-10T00:00:00.0000000,02/10/2003,10,10th,Monday,2,2,6,6,41,3,6,7,2,February,2,1,First,2003,CY 2003,Feb-2003  ,022003,2003-02-01T00:00:00.0000000,2003-02-28T00:00:00.0000000,2003-01-01T00:00:00.0000000,2003-03-31T00:00:00.0000000,2003-01-01T00:00:00.0000000,2003-12-31T00:00:00.0000000,False,True,
20090925,2009-09-25T00:00:00.0000000,09/25/2009,25,25th,Friday,6,4,39,13,268,4,13,39,9,September,3,3,Third,2009,CY 2009,Sep-2009  ,092009,2009-09-01T00:00:00.0000000,2009-09-30T00:00:00.0000000,2009-07-01T00:00:00.0000000,2009-09-30T00:00:00.0000000,2009-01-01T00:00:00.0000000,2009-12-31T00:00:00.0000000,False,True,
20090930,2009-09-30T00:00:00.0000000,09/30/2009,30,30th,Wednesday,4,5,39,14,273,5,14,40,9,September,3,3,Third,2009,CY 2009,Sep-2009  ,092009,2009-09-01T00:00:00.0000000,2009-09-30T00:00:00.0000000,2009-07-01T00:00:00.0000000,2009-09-30T00:00:00.0000000,2009-01-01T00:00:00.0000000,2009-12-31T00:00:00.0000000,False,True,
20100919,2010-09-19T00:00:00.0000000,09/19/2010,19,19th,Sunday,1,3,38,12,262,4,12,39,9,September,3,3,Third,2010,CY 2010,Sep-2010  ,092010,2010-09-01T00:00:00.0000000,2010-09-30T00:00:00.0000000,2010-07-01T00:00:00.0000000,2010-09-30T00:00:00.0000000,2010-01-01T00:00:00.0000000,2010-12-31T00:00:00.0000000,False,False,
20070913,2007-09-13T00:00:00.0000000,09/13/2007,13,13th,Thursday,5,2,37,11,256,3,11,37,9,September,3,3,Third,2007,CY 2007,Sep-2007  ,092007,2007-09-01T00:00:00.0000000,2007-09-30T00:00:00.0000000,2007-07-01T00:00:00.0000000,2007-09-30T00:00:00.0000000,2007-01-01T00:00:00.0000000,2007-12-31T00:00:00.0000000,False,True,
20051110,2005-11-10T00:00:00.0000000,11/10/2005,10,10th,Thursday,5,2,45,6,314,2,6,46,11,November,2,4,Fourth,2005,CY 2005,Nov-2005  ,112005,2005-11-01T00:00:00.0000000,2005-11-30T00:00:00.0000000,2005-10-01T00:00:00.0000000,2005-12-31T00:00:00.0000000,2005-01-01T00:00:00.0000000,2005-12-31T00:00:00.0000000,False,True,
20130223,2013-02-23T00:00:00.0000000,02/23/2013,23,23rd,Saturday,7,4,8,8,54,4,8,8,2,February,2,1,First,2013,CY 2013,Feb-2013  ,022013,2013-02-01T00:00:00.0000000,2013-02-28T00:00:00.0000000,2013-01-01T00:00:00.0000000,2013-03-31T00:00:00.0000000,2013-01-01T00:00:00.0000000,2013-12-31T00:00:00.0000000,False,False,
