20000831,69970,0,79.3
20110316,62661,0.07,36.7
20081230,71491,0.05,34
20101010,188335,0,59.9
20091023,28503,0,50.5
20060428,132907,0,59
20050309,290806,0.09,45
20021128,218556,0.05,33.3
20091021,28503,0,58.4
20101009,188335,0,58.4
20000512,286071,0.11,60.8
20011121,78539,0,43.2
20120512,84599,0.2,60.6
20060503,132907,0,57
20120808,69917,0.2,76.9
20130728,69921,0.12,75.9
20100205,15973,0.02,29.7
20060917,272645,0.01,57
20011119,78539,0,43.7
20000627,84651,0.11,79.4
20060924,12503,0,61.5
20060923,12503,0,58.9
20060925,12503,0,62.8
20031228,27113,0,43.9
20081208,71491,0.05,31.5
20101011,188335,0,65.2
20060928,12503,0,65.1
20030318,70020,0.48,31.7
20010110,69924,0,43.7
20011202,78539,0,43
20101012,188335,0,66.5
20000915,69970,0,62.2
20011213,78539,0,29.1
20090704,5218,0.05,82.7
20101013,188335,0,60.3
20121118,12507,0.2,58.5
20060513,132907,0,51.8
20130111,27113,0.37,39.9
20000812,84651,0.11,76.5
20000802,70017,0.09,76.5
20011212,78539,0,26.4
20011204,78539,0,44.4
20120822,287003,0.2,75.6
20011130,78539,0,31.5
20020105,12503,0,37.7
20000313,93455,0.11,45.1
20101014,188335,0,59.7
20061006,161266,0.01,67.7
20010109,69924,0,42.4
20000805,62665,0,71.4
20000910,69970,0,78.2
20010628,78539,0.09,81
20010810,69970,0.09,77.3
20000806,62665,0,74.3
20101015,188335,0,63.1
20010122,6330,0,21
20010810,78539,0.09,77.4
20000802,84651,0.11,77
20091224,77243,0.05,34.5
20000907,69970,0,68.6
20000909,69970,0,64.5
20130411,194425,0.07,53.6
20091208,77243,0.05,31.3
20101019,188335,0,57.9
20091030,28503,0,53.6
20060507,132907,0,61.7
20000413,23770,0.09,48.7
20040313,84586,0.05,45.3
20091028,28503,0,51.5
20101016,188335,0,62.7
20000512,93455,0.11,60.9
20011203,78539,0,45.3
20120722,130706,0.2,78.9
20060516,132907,0,70.5
20121210,94652,0.2,33.9
20000226,218729,0.12,37.6
20110515,70017,0.02,60.9
20061108,161266,0.01,45
20011201,78539,0,42.9
20000115,232751,0.11,37.7
20061001,12503,0,66.1
20060930,12503,0,64.9
20061002,12503,0,72.8
20020106,12503,0,40.2
20091116,77243,0.05,52
20101020,188335,0,56.7
20061009,12503,0,58.1
20030511,70020,0.59,65.4
20010123,69924,0,15.9
20011220,78539,0,45.3
20101021,188335,0,58.7
20000925,69970,0,62.9
20011227,78539,0,35.5
20090316,70020,0.05,36.8
20101022,188335,0,59
20130128,27113,0.16,31.7
20060526,132907,0,57.5
20130211,27113,0.4,38.5
20030129,77237,0.11,41.7
20000628,23770,0.09,80.9
20011226,78539,0,32.7
20011225,78539,0,24.9
20130112,27113,0.16,43.9
20011216,78539,0,29.4
20020118,12503,0,30.8
20030307,77237,0.11,35.8
20101023,188335,0,50.5
20060604,69446,0.01,67.2
20010122,69924,0,21.5
20000819,62665,0,73.9
20000920,69970,0,68.7
20030309,190087,0.09,45.1
20030606,286071,0.09,65.8
20000820,62665,0,79.3
20101024,188335,0,48.4
20010207,6330,0,28.8
20030606,41105,0.09,65.8
20030115,77237,0.11,37.5
20090729,92923,0.05,79.1
20000917,69970,0,56.9
20000919,69970,0,65.9
20130704,77228,0.07,82.9
20091101,86310,0.05,64.6
20101026,188335,0,48.2
20091111,28503,0,48.8
20060522,132907,0,68
20000606,41105,0.09,65.8
20040114,12503,0.05,48.2
20091109,28503,0,44.5
20101025,188335,0,47.6
20030809,53076,0.11,81.1
20011221,78539,0,53.9
20130131,27113,0.92,45.2
20060530,132907,0,82.4
20130116,27113,0.65,35.5
20000627,28503,0.12,79.5
20110317,84651,0.02,33.8
20060626,69446,0.01,82.1
20011219,78539,0,38.2
20031224,264245,0.11,34.6
20061014,12503,0,59.1
20061013,12503,0,60.5
20061015,12503,0,62.1
20020119,12503,0,40.5
20090411,271047,0.05,53.4
20101027,188335,0,53.2
20061020,12503,0,56.3
20030603,70020,0.73,72.2
20010210,69924,0,27
20090414,78539,0,51.4
20101028,188335,0,51.7
20001002,69970,0,73.4
20090422,78539,0,47.9
20100224,84556,0.05,40.9
20101029,188335,0,49.9
20130312,27113,0.61,49.1
20060612,132907,0,70.5
20130412,27113,0.43,44.1
20040129,84556,0.11,42.4
20000606,286071,0.09,65.8
20090421,78539,0,45.5
20090416,78539,0,54.6
20130227,27113,1.02,41.7
20011228,78539,0,44.2
20020127,12503,0,26.8
20040129,268720,0.11,42
20101030,188335,0,53.7
20091205,62668,0.01,52.9
20010207,69924,0,29
20000831,62665,0,79.5
20000929,69970,0,64
20060606,73346,0.09,65.9
20060606,269329,0.09,65.9
20000901,62665,0,79.9
20101103,188335,0,46.2
20010225,6330,0,38
20060702,275983,0.09,78
20030510,31994,0.11,69.6
20101208,70020,0.05,31.2
20000926,69970,0,63.5
20000928,69970,0,65.2
20130802,76710,0.07,77.3
20101116,70020,0.05,51.7
20101105,188335,0,48.4
20091124,28503,0,27.9
20060609,132907,0,72.2
20030606,62707,0.09,65.7
20040224,210553,0.05,40.5
20091120,28503,0,38.2
20101104,188335,0,40.2
20040331,268720,0.11,46.4
20090415,78539,0,50
20130318,27113,0.42,31.7
20060616,132907,0,75.5
20130308,27113,0.3,36.8
20030512,94652,0.12,60.8
20110205,93455,0.02,29.6
20090126,58879,0.01,21.8
20011231,78539,0,26.5
20040814,70020,0.11,67.9
20061023,12503,0,50.5
20061022,12503,0,58.6
20061024,12503,0,48.3
20020201,12503,0,28.6
20101031,70020,0.05,59.7
20101106,188335,0,54.3
20061027,12503,0,52.4
20030209,271047,0.36,27.8
20010301,69924,0,40.4
20090425,78539,0,56.6
20101109,188335,0,44.6
20001014,69970,0,59.2
20090501,78539,0,56.3
20100220,69970,0.05,32.7
20101110,188335,0,52.2
20130511,27113,0.55,65.4
20060624,132907,0,85.2
20130611,12463,0.34,72.9
20040129,241319,0.11,41.7
20030212,272645,0.09,40.8
20090428,78539,0,58.9
20090427,78539,0,57.3
20130508,27113,1.89,59.8
20090423,78539,0,47
20020217,12503,0,26.5
20040728,189891,0.11,76
20101111,188335,0,49
20090117,28503,0.01,39.8
20010225,69924,0,38.1
20000909,62665,0,65.4
20001011,69970,0,64.9
20060309,104810,0.09,45.1
20071224,130706,0.09,34.5
20000910,62665,0,78.5
20101113,188335,0,35
20010310,6330,0,39.4
20070812,62665,0.09,76.5
20040115,241319,0.11,37.5
20100114,62697,0.05,47.3
20001003,69970,0,71.3
20001010,69970,0,59.7
20130411,78539,0.07,53.5
20101116,271047,0.05,52
20101115,188335,0,48.7
20091204,28503,0,44.9
20060623,132907,0,78.4
20050606,161866,0.09,65.8
20040411,232751,0.05,53.5
20091202,28503,0,43.3
20101114,188335,0,43.2
20040814,189891,0.11,67.5
20090426,78539,0,57.3
20130607,12463,3.09,61.9
20060630,132907,0,79.4
20130509,27113,0.63,61.3
20050728,82,0.12,76.1
20110916,161866,0.02,64
20090202,28503,0.01,24.7
20090424,78539,0,54.8
20050307,70017,0.11,35.2
20061030,12503,0,53.1
20061029,12503,0,49.9
20061103,12503,0,45.7
20020218,12503,0,27.1
20101101,271047,0.05,64.5
20101119,188335,0,43.8
20061106,12503,0,53.8
20030319,271047,0.39,38.9
20010311,69924,0,46.9
20090504,78539,0,56.8
20101120,188335,0,38.2
20001022,69970,0,59.2
20090513,78539,0,51.9
20100224,62697,0.05,40.5
20101121,188335,0,43.3
20130627,12463,0.16,79.4
20060711,132907,0,80.2
20130712,12463,0.16,73.5
20050129,76710,0.11,41.7
20050606,84586,0.09,66.3
20090507,78539,0,61.9
20090506,78539,0,57.3
20130613,12463,0.85,62.6
20090502,78539,0,58.5
20020303,12503,0,34.9
20050307,76710,0.11,35.8
20101124,188335,0,27.9
20091006,62707,0.01,67.3
20010310,69924,0,40.6
20000919,62665,0,66.9
20001019,69970,0,57.8
20070903,69917,0.09,75.9
20080331,12507,0.09,46.1
20000920,62665,0,69.8
20101125,188335,0,29.6
20010324,6330,0,39.6
20080226,188335,0.09,37.7
20050115,76710,0.11,37.7
20111101,76710,0.05,64.7
20001015,69970,0,62.6
20001018,69970,0,63
20010220,188335,0.07,32.8
20111008,76710,0.05,60.8
20101130,188335,0,31.7
20010904,268720,0,73.6
20060708,132907,0,82.3
20060628,253235,0.09,81.1
20051116,77245,0.05,52.2
20010831,268720,0,79.3
20101129,188335,0,34.4
20050226,6330,0.11,37.7
20090505,78539,0,53.8
20130701,12463,0.73,75.5
20060716,132907,0,85.6
20130614,12463,0.43,64
20070129,84599,0.12,42.1
20110216,84586,0.02,36.8
20091108,62707,0.01,44.6
20090503,78539,0,57.1
20050115,71491,0.11,37.9
20061111,12503,0,48
20061110,12503,0,51.5
20061113,12503,0,34.9
20020304,12503,0,35
20100114,182360,0.05,47.1
20101201,188335,0,43.2
20061119,12503,0,43.8
20030523,271047,0.44,72.2
20010327,69924,0,44.5
20090517,78539,0,66.8
20101202,188335,0,43.2
20001029,69970,0,49.7
20090527,78539,0,64.5
20111116,62665,0.05,52.8
20101203,188335,0,45.5
20130723,12463,0.35,82.1
20060724,132907,0,75.6
20130813,12463,0.65,73.8
20050226,84615,0.11,38
20060828,253235,0.09,78.7
20090522,78539,0,68.2
20090521,78539,0,75.9
20130713,12463,0.23,74.3
20090514,78539,0,52.6
20090724,12503,0,76.1
20050226,84586,0.11,38.2
20101204,188335,0,45
20090617,77237,0.01,77.9
20010324,69924,0,39.7
20000928,62665,0,65.5
20001026,69970,0,48.1
20080606,269329,0.09,65.9
20090529,253235,0.09,70.8
20000929,62665,0,64.9
20101212,188335,0,26.6
20010404,6330,0,41.7
20090309,5218,0.09,45
20050115,84615,0.11,37.7
20110520,53076,0.05,68.4
20001023,69970,0,50.5
20001025,69970,0,47.6
20010420,73346,0.07,52.1
20110309,62707,0.05,44.9
20101216,188335,0,29.4
20010911,268720,0,85.1
20060720,132907,0,87.7
20060812,69952,0.09,75.9
20051116,298894,0.05,51.9
20010909,268720,0,64.6
20101213,188335,0,29.2
20050226,12503,0.11,37.8
20090518,78539,0,60.9
20130801,12463,0.49,72.7
20060727,132907,0,76.9
20130722,12463,0.19,79.6
20070325,253805,0.12,38.9
20110417,23770,0.02,61.3
20090626,70019,0.01,81
20090516,78539,0,70.5
20050809,23770,0.11,81.2
20061124,12503,0,27.7
20061121,12503,0,41.9
20100716,12503,0,86.2
20090726,12503,0,75
20110114,62707,0.05,46.7
20101219,188335,0,38
20100719,12503,0,88.5
20030610,271047,1.07,65.5
20010405,69924,0,51.5
20090601,78539,0,81.1
20101220,188335,0,45.4
20001110,69970,0,52
20090615,78539,0,72
20111116,290806,0.05,51.9
20101221,188335,0,53.7
20130902,12463,0.44,77.5
20060811,132907,0,73.9
20130922,12463,0.57,62.2
20050115,210553,0.11,37.6
20060413,76710,0.09,48.8
20090612,78539,0,70.6
20090609,78539,0,72.2
20130828,12463,0.4,78.4
20090530,78539,0,82.3
20090807,12503,0,75.6
20050129,210553,0.11,41.8
20101225,188335,0,25.1
20090803,70019,0.01,74
20010404,69924,0,42.1
20001009,62665,0,58.5
20001105,69970,0,48
20090828,253235,0.09,78.7
20090606,15973,0.09,66
20001010,62665,0,60
20101226,188335,0,32.9
20010416,6330,0,55
20090510,15973,0.09,69.8
20050812,131459,0.11,76.6
20111101,62661,0.05,64.7
20001030,69970,0,53.4
20001104,69970,0,40.1
20010713,269329,0.07,72.8
20111031,62661,0.05,59.7
20101228,188335,0,43.9
20010923,268720,0,58.7
20060806,132907,0,73.5
20070331,255362,0.09,46.1
20050224,69924,0.05,40.5
20010919,268720,0,66
20101227,188335,0,35.5
20050331,210553,0.11,46.5
20090605,78539,0,65.8
20130912,12463,0.74,78.2
20060816,132907,0,72.9
20130829,12463,0.19,75.5
20070713,102529,0.12,73.4
20110214,131459,0.02,39.7
20090807,70019,0.01,75.5
20090531,78539,0,83.5
20060413,5218,0.11,49.1
20100727,12503,0,76.4
20100726,12503,0,75
20100730,12503,0,74.3
20090811,12503,0,73.8
20110529,1314,0.05,70.5
20101231,188335,0,26.7
20100806,12503,0,72.5
20030912,86310,0.8,78.5
20010421,69924,0,45.6
20110101,78539,0,33.6
20070102,188335,0,28.2
20001121,69970,0,42.9
20110105,78539,0,37.9
20110114,77245,0.05,47
20070103,188335,0,29.1
20130509,255362,0.91,62.3
20060821,132907,0,81
20130523,255362,0.37,73.4
20060627,69924,0.11,79.3
20070828,70019,0.09,77.8
20110104,78539,0,35.4
20110103,78539,0,29.1
20131007,12463,0.26,69.6
20090616,78539,0,75.3
20090820,12503,0,77.7
20060628,69924,0.11,81.2
20070104,188335,0,35.4
20090626,31994,0.01,81.8
20010416,69924,0,54.9
20001016,62665,0,61.2
20001115,69970,0,48.4
20090413,76710,0.09,48.8
20120812,62665,0.09,76.5
20001018,62665,0,63.4
20070105,188335,0,37.7
20010427,6330,0,56.9
20090226,47614,0.09,37.7
20060619,69924,0.11,68.6
20110220,190087,0.05,32.4
20001111,69970,0,48.5
20001114,69970,0,43.1
20020729,287003,0.07,79
20110130,190087,0.05,48.8
20070107,188335,0,40.2
20010930,268720,0,65.4
20060820,132907,0,78.5
20080529,69970,0.09,71
20070309,69992,0.05,44.8
20010928,268720,0,65.2
20070106,188335,0,40.1
20060226,77333,0.11,37.9
20110102,78539,0,28.2
20130511,255362,0.61,66
20060825,132907,0,73.9
20130508,255362,1.6,60.8
20070728,91947,0.12,75.9
20111123,71491,0.02,43
20090721,31994,0.01,81.5
20090620,78539,0,71.4
20060627,253235,0.11,79.1
20100815,12503,0,68.9
20100811,12503,0,73.8
20100816,12503,0,71.5
20090821,12503,0,80.2
20110114,190087,0.05,48.2
20070108,188335,0,41.1
20100819,12503,0,72.6
20030602,92923,0.18,78.6
20060428,69924,0,59.2
20110108,78539,0,41.5
20070109,188335,0,41.9
20030726,69970,0,74.6
20110118,78539,0,30.6
20110212,286071,0.05,41.1
20070110,188335,0,43.5
20130602,255362,0.37,78.9
20100425,132907,0,56.5
20130610,255362,0.92,66.6
20060307,287003,0.11,36
20080619,69970,0.09,68.6
20110113,78539,0,45.8
20110110,78539,0,43.5
20130524,255362,0.51,57.1
20110106,78539,0,40.1
20090904,12503,0,73.5
20060331,287003,0.11,46.3
20070113,188335,0,46.1
20100409,218729,0.01,65.9
20060427,69924,0,57.5
20001024,62665,0,48.5
20030718,69970,0,90.4
20120112,1314,0.09,43.9
20120212,84599,0.09,40.8
20001025,62665,0,48.4
20070118,188335,0,30.5
20010506,6330,0,56.9
20120812,69917,0.09,76.4
20060129,287003,0.11,42
20121116,19845,0.05,52.3
20030715,69970,0,86.7
20030717,69970,0,87.3
20130728,290806,0.11,75.9
20121101,19845,0.05,64.5
20070120,188335,0,42.4
20011012,268720,0,66.3
20060901,132907,0,79.5
20090212,84589,0.09,40.2
20071101,78539,0.05,64.6
20011010,268720,0,59.7
20070119,188335,0,40.5
20060628,218556,0.11,80.8
20110109,78539,0,42.2
20130603,255362,0.64,72.5
20100427,132907,0,57.3
20130528,255362,0.37,62.1
20100307,69992,0.12,35.5
20110401,161866,0.02,49.6
20100430,218729,0.01,57.7
20110107,78539,0,40.4
20060809,218556,0.11,81.2
20100824,12503,0,71.3
20100821,12503,0,80.2
20100825,12503,0,72.9
20090905,12503,0,70.3
20121031,19845,0.05,59.5
20070121,188335,0,29.1
20100901,12503,0,79.2
20030613,92923,0.81,63.1
20060507,69924,0,62.1
20110121,78539,0,29.2
20070122,188335,0,21.3
20030815,69970,0,69.2
20110127,78539,0,27.3
20120704,62697,0.05,82.9
20070123,188335,0,15.8
20130614,255362,0.49,64
20100504,132907,0,56.8
20130703,255362,0.68,80
20060325,47614,0.11,39
20090606,232751,0.09,66
20110124,78539,0,19.3
20110123,78539,0,15.7
20130611,255362,0.41,72.9
20110119,78539,0,40.7
20090911,12503,0,84.9
20060411,47614,0.11,53.8
20070124,188335,0,19.2
20100803,218729,0.01,74.5
20060506,69924,0,57.6
20001103,62665,0,46.9
20030805,69970,0,70.9
20120810,6330,0.09,77.2
20120411,253805,0.09,53.7
20001104,62665,0,40
20070127,188335,0,27.3
20030521,6330,0,75.5
20120212,253805,0.09,40.8
20060728,76710,0.11,76.2
20120411,182360,0.05,53.5
20030727,69970,0,76.8
20030731,69970,0,75.5
20020627,70017,0.11,78.5
20121101,241319,0.05,64.5
20070204,188335,0,27.3
20011020,268720,0,56.6
20100503,132907,0,57
20120112,91947,0.09,43.6
20071031,12463,0.05,59.7
20011018,268720,0,63.1
20070201,188335,0,28.4
20070226,12463,0.11,37.8
20110122,78539,0,21.4
20130627,255362,0.16,79.6
20100506,132907,0,57.2
20130613,255362,0.82,62.6
20101217,159159,0.12,27.2
20070401,92923,0.02,49.9
20101004,58879,0.01,75.6
20110120,78539,0,42.3
20070226,255362,0.11,37.7
20100906,12503,0,63.7
20100905,12503,0,70.3
20100907,12503,0,67.8
20090914,12503,0,61.3
20121008,241319,0.05,60.6
20070206,188335,0,34.1
20100910,12503,0,78.2
20030712,92923,0.18,73.2
20110727,84586,0,77.3
20110206,78539,0,34.3
20070207,188335,0,28.8
20030824,69970,0,71.2
20110217,78539,0,26
20130720,218729,0.04,87.1
20070210,188335,0,26.5
20130723,255362,0.36,82.1
20100517,132907,0,66.8
20130813,255362,0.62,73.9
20070307,69924,0.11,36
20120606,41105,0.09,65.8
20110215,78539,0,44.7
20110210,78539,0,26.8
20130713,255362,0.25,74.3
20110201,78539,0,28.3
20090923,12503,0,58.9
20070331,69924,0.11,46.6
20070215,188335,0,45
20101205,58879,0.01,52.9
20110726,84586,0,74.5
20091111,62665,0,48.6
20030819,69970,0,73
20120309,70017,0.09,44.5
20120413,79080,0.09,48.7
20091113,62665,0,35
20070217,188335,0,26.6
20030609,6330,0,72
20120814,182360,0.09,67.7
20070226,82,0.11,38
20130709,86144,0.04,82.6
20030816,69970,0,72.4
20030818,69970,0,71.9
20020115,84586,0.11,37.8
20130401,91901,0.04,49.8
20070221,188335,0,29.7
20011027,268720,0,53.1
20100516,132907,0,70.5
20120331,255362,0.09,46.1
20071116,255362,0.05,51.5
20011025,268720,0,47.6
20070218,188335,0,27.1
20070115,94652,0.11,37.6
20110207,78539,0,28.9
20130801,255362,0.46,72.7
20100521,132907,0,75.9
20130722,255362,0.18,79.6
20110802,86310,0.12,76.8
20070625,86310,0.02,83.6
20100126,91901,0.01,22.3
20110204,78539,0,27.2
20070129,84556,0.11,42.4
20100915,12503,0,61.8
20100914,12503,0,61.3
20100917,12503,0,57.1
20090924,12503,0,61.5
20130228,91901,0.04,45.6
20070222,188335,0,32.1
20100920,12503,0,67.9
20030822,92923,0.21,75.7
20110815,84586,0,70.1
20110222,78539,0,32.2
20070225,188335,0,38
20030905,69970,0,70.1
20110303,78539,0,34.7
20131116,28503,0.04,51.7
20070301,188335,0,40.3
20130829,255362,0.23,75.4
20100531,132907,0,83.5
20130111,264054,0.42,40.3
20070331,268720,0.11,46.4
20120828,70019,0.09,77.8
20110302,78539,0,35.4
20110301,78539,0,40.3
20130823,255362,0.28,75.9
20110218,78539,0,27.1
20090930,12503,0,64.9
20070814,70020,0.11,67.9
20070302,188335,0,35.5
20100526,86144,0.01,57.7
20110811,84586,0,74.3
20091124,62665,0,28
20030831,69970,0,79.3
20120802,217448,0.09,76.8
20130704,62668,0.05,82.7
20091125,62665,0,29.5
20070303,188335,0,34.7
20030623,6330,0,77.7
20130520,62668,0.05,68.3
20070307,268720,0.11,35.9
20130709,84599,0.04,82.7
20030825,69970,0,73.5
20030830,69970,0,77.2
20020602,69992,0.11,79
20130224,98701,0.04,40.4
20070305,188335,0,40.2
20011106,268720,0,54
20100530,132907,0,82.4
20000510,84599,0.21,69.3
20071116,69992,0.05,52.1
20011104,268720,0,40
20070304,188335,0,34.7
20070115,241319,0.11,37.5
20110225,78539,0,38
20130902,255362,0.42,77.6
20100605,132907,0,65.8
20130828,255362,0.43,78.4
20110219,102529,0.12,39.1
20071128,82,0.02,33.3
20100708,86144,0.01,82.3
20110221,78539,0,29.7
20070129,241319,0.11,41.7
20100925,12503,0,62.8
20100924,12503,0,61.5
20100926,12503,0,63.2
20091001,12503,0,66.1
20130212,98701,0.04,41
20070306,188335,0,40.4
20100929,12503,0,63.5
20030922,92923,0.59,61.8
20110824,84586,0,71.4
20110306,78539,0,40.3
20070310,188335,0,40.3
20030914,69970,0,61.3
20110315,78539,0,39.2
20130419,12465,0.04,62.9
20070311,188335,0,46.9
20130131,264054,0.89,45.3
20100620,132907,0,71.5
20130223,264054,0.24,37.7
20070814,189891,0.11,67.5
20000611,71491,0.21,72.4
20110314,78539,0,35.3
20110311,78539,0,46.7
20130116,264054,0.66,35.8
20110304,78539,0,34.7
20091013,12503,0,60.5
20080115,62665,0.11,37.9
20070314,188335,0,35.4
20100803,86144,0.01,74.8
20110821,84586,0,81.7
20091204,62665,0,44.1
20030909,69970,0,64.5
20130130,62690,0.05,46.7
20131122,47614,0.05,54.5
20091212,62665,0,26.5
20070315,188335,0,39.2
20030708,6330,0,82
20130228,209420,0.05,45.5
20070809,189891,0.11,81.2
20130130,23770,0.04,46.2
20030906,69970,0,63.7
20030908,69970,0,71.7
20020728,28503,0.11,76
20131208,153911,0.04,31.3
20070322,188335,0,35.2
20011119,268720,0,43.7
20100616,132907,0,75.5
20030808,84651,0.21,77
20071008,194425,0.05,60.8
20011114,268720,0,43.1
20070321,188335,0,35.3
20080307,69970,0.11,36
20110310,78539,0,40.3
20130208,264054,0.57,31.2
20100622,132907,0,74.5
20130128,264054,0.18,32
20010828,98701,0.12,78.6
20070213,189891,0.02,38.2
20100807,86144,0.01,76.1
20110305,78539,0,40.1
20080331,69970,0.11,46.3
20101002,12503,0,72.8
20101001,12503,0,66.1
20101003,12503,0,71.3
20091014,12503,0,59.1
20131128,153911,0.04,33.3
20070323,188335,0,39.8
20101012,12503,0,66.5
20031217,82,0.15,27.6
20110905,84586,0,70.3
20110323,78539,0,39.7
20070324,188335,0,39.6
20030924,69970,0,61.4
20110329,78539,0,47.7
20130114,131459,0.04,47.8
20070327,188335,0,44.4
20130312,264054,0.67,49.3
20100705,132907,0,84.2
20130412,264054,0.49,44.4
20080809,241319,0.11,81.2
20040223,62690,0.21,37.8
20110328,78539,0,43.7
20110327,78539,0,44.5
20130227,264054,1.05,41.9
20110321,78539,0,35.2
20091022,12503,0,58.6
20110823,84615,0.11,75.7
20070328,188335,0,43.7
20100917,28503,0.01,57
20110904,84586,0,73.8
20091225,62665,0,25
20030919,69970,0,65.9
20131128,268720,0.05,33.3
20130713,62664,0.05,72.6
20091226,62665,0,33
20070329,188335,0,47.6
20030724,6330,0,76.1
20131211,268720,0.05,30.2
20080728,241319,0.11,75.9
20000704,77237,0.04,82.8
20030915,69970,0,62.2
20030918,69970,0,61.9
20020313,98701,0.11,45.1
20001218,69942,0.04,29.9
20070402,188335,0,38.6
20011201,268720,0,42.9
20100630,132907,0,79.4
20051118,5218,0.21,58.5
20071101,91901,0.05,64.6
20011129,268720,0,34.3
20070330,188335,0,48.3
20110809,132907,0.11,81.2
20110324,78539,0,39.6
20130318,264054,0.47,31.9
20100707,132907,0,87.6
20130308,264054,0.3,36.8
20010219,253805,0.12,39.1
20080916,62661,0.02,63.9
20101006,28503,0.01,68.2
20110322,78539,0,35.2
20110413,12517,0.11,49.1
20101015,12503,0,62.1
20101014,12503,0,59.1
20101016,12503,0,62.2
20091023,12503,0,50.5
20130814,71491,0.04,67.9
20070403,188335,0,40
20101021,12503,0,57.5
20030319,189891,0.4,38.8
20110914,84586,0,61.8
20110403,78539,0,40
20070404,188335,0,42
20031001,69970,0,66.9
20110407,78539,0,46.8
20000220,253235,0.04,33
20070405,188335,0,51.5
20130511,82,0.61,65.3
20100717,132907,0,87.2
20010116,84589,0.65,35.1
20110112,73346,0.11,44
20050702,271047,0.21,77.9
20110406,78539,0,44.1
20110405,78539,0,51.4
20130508,82,2.12,59.8
20110330,78539,0,48.6
20091029,12503,0,49.9
20110115,73346,0.11,37.6
20070406,188335,0,44.2
20100617,153911,0.01,78.2
20110911,84586,0,85.4
20110707,62665,0,88.3
20030928,69970,0,65.2
20131211,129456,0.05,29.7
20130212,161266,0.05,40.9
20110708,62665,0,82.9
20070407,188335,0,47
20030807,6330,0,75.7
20130130,24569,0.05,48.6
20110809,12517,0.11,81.1
20000224,15973,0.04,40.4
20030925,69970,0,62.9
20030927,69970,0,62.2
20020307,23770,0.11,35.7
20000212,15973,0.04,41.1
20070414,188335,0,51.5
20011219,268720,0,38
20100716,132907,0,85.6
20050712,71491,0.21,73
20070114,271047,0.05,47.1
20011213,268720,0,29
20070408,188335,0,59.4
20120115,91947,0.11,37.4
20110404,78539,0,41.9
20130519,82,0.4,57.8
20100719,132907,0,90
20130509,82,0.48,61.3
20011224,209420,0.12,34.6
20080714,102529,0.02,83.1
20100626,153911,0.01,81.9
20110402,78539,0,38.8
20120226,91947,0.11,37.8
20101024,12503,0,48.3
20101023,12503,0,50.5
20101025,12503,0,47.1
20091030,12503,0,53.1
20000130,15973,0.04,46
20070415,188335,0,50.2
20101028,12503,0,51.1
20030511,189891,0.59,65.3
20120726,84586,0,74.5
20111104,78539,0,40
20070416,188335,0,55
